edo,common_name,culture,pitches,cardinality,unique_step_sizes,step_mean_error_min,step_mean_error_max,step_mean_error,step_mean_error_cents,evenness_of_spread,EOS_sqrt,step_similarity,constituent_similarity,area,unevenness,consecutive_semitones,runs,IV_sum,smallest_step,step_sizes,symmetry_norm,symmetry_distinct,symmetry_manifestations,symmetry_ratio,symmetry_distinct_edges,unique_n_chords,unique_n_chords_prime,diatonic_n_chords,diagnostic_interval_count,diagnostic_intervals,diagnostic_combinations,roughness,coherence_quotient,sameness_quotient,rahn_differences,rahn_contradictions,rahn_ambiguities,cardinality_variety_ratio,mode_variance,m2,P5,Mm3,normal,normal_name,normal_as_12edo,normal12_name,normal_as_24edo,normal24_name,necklace_family,necklace_family_members,largest_error,mean_error
24,,Unique,0 4 8 10 14 18 20,7,2,0,11,0.816326530612245,40.81632653061225,0.0005668934240362807,0.023809523809523798,0.9319727891156463,0.9166666666666666,0.8483160623691468,4.523809523809523,1,5,21,100,"100,200",0.15343915343915346,63,121,1.9206349206349207,6,63,63,63,1,12,30,0.48842708969187143,0.9928571428571429,0.5555555555555556,56,0,1,1,42.857142857142854,2,6,6,"0,2,6,10,12,16,20",24-1119301,0 2 4 5 7 9 10,12-1387,0 4 8 10 14 18 20,24-1119301,4 4 4 4 4 2 2,3,22,11.714285714285714
24,,Unique,0 4 8 10 14 18 20,7,2,0,11,0.816326530612245,40.81632653061225,0.0005668934240362807,0.023809523809523798,0.9319727891156463,0.9166666666666666,0.8483160623691468,4.523809523809523,1,5,21,100,"100,200",0.15343915343915346,63,121,1.9206349206349207,6,63,63,63,1,12,30,0.48842708969187143,0.9928571428571429,0.5555555555555556,56,0,1,1,42.857142857142854,2,6,6,"0,2,6,10,12,16,20",24-1119301,0 2 4 5 7 9 10,12-1387,0 4 8 10 14 18 20,24-1119301,4 4 4 4 4 2 2,3,20,8.857142857142858
24,,Unique,0 4 8 10 14 18 20,7,2,0,11,0.816326530612245,40.81632653061225,0.0005668934240362807,0.023809523809523798,0.9319727891156463,0.9166666666666666,0.8483160623691468,4.523809523809523,1,5,21,100,"100,200",0.15343915343915346,63,121,1.9206349206349207,6,63,63,63,1,12,30,0.48842708969187143,0.9928571428571429,0.5555555555555556,56,0,1,1,42.857142857142854,2,6,6,"0,2,6,10,12,16,20",24-1119301,0 2 4 5 7 9 10,12-1387,0 4 8 10 14 18 20,24-1119301,4 4 4 4 4 2 2,3,22,9.428571428571429
24,,Unique,0 4 8 10 14 16 20,7,2,0,11,0.8163265306122448,40.81632653061224,0.0008503401360544204,0.029160592175990194,0.9319727891156463,0.9166666666666666,0.8483160623691466,4.523809523809523,1,5,21,100,"100,200",0.0970464135021097,79,125,1.5822784810126582,6,79,79,83,0,,50,0.4909048686071721,0.9285714285714286,0.4285714285714286,72,0,10,0.7857142857142858,57.142857142857146,2,4,4,"0,2,6,8,12,16,20",24-1118533,0 2 4 5 7 8 10,12-1371,0 4 8 10 14 16 20,24-1118533,4 4 4 4 4 2 2,3,22,10.285714285714286
24,,Unique,0 4 6 10 14 18 20,7,2,0,11,0.816326530612245,40.81632653061225,0.0005668934240362814,0.023809523809523815,0.9319727891156463,0.9166666666666666,0.8483160623691468,4.523809523809523,1,5,21,100,"100,200",0.15343915343915346,63,121,1.9206349206349207,6,63,63,63,1,12,30,0.48842708969187143,0.9928571428571429,0.5555555555555556,56,0,1,1,42.857142857142854,2,6,6,"0,2,6,10,12,16,20",24-1119301,0 2 3 5 7 9 10,12-1387,0 4 6 10 14 18 20,24-1119301,4 4 4 4 4 2 2,3,22,10.285714285714286
24,,Unique,0 2 7 11 14 17 21,7,4,0,11,0.7755102040816327,38.775510204081634,0.0007086167800453518,0.026619856874997502,0.935374149659864,0.9166666666666666,0.8465924077297984,4.928571428571429,1,6,21,100,"100,150,200,250",0.034999999999999996,100,121,1.21,10,100,100,102,6,"2,5,6,9,11,12",85,0.4962655648499278,0.9642857142857143,0.25396825396825395,94,0,5,0.6426406926406927,71.42857142857143,1,4,0,"0,4,7,10,14,17,19",24-672913,,24-672913,0 2 7 11 14 17 21,24-672913,5 4 4 3 3 3 2,60,18,8.142857142857142
24,,Kora,0 4 8 10 14 18 22,7,2,0,11,0.816326530612245,40.81632653061225,0.0005668934240362809,0.023809523809523805,0.9319727891156463,0.9166666666666666,0.8483160623691468,4.523809523809524,1,4,21,100,"100,200",0.15343915343915346,63,121,1.9206349206349207,6,63,63,63,1,12,30,0.4884270896918715,0.9928571428571429,0.5555555555555556,56,0,1,1,42.857142857142854,2,6,6,"0,2,6,10,12,16,20",24-1119301,0 2 4 5 7 9 11,12-1387,0 4 8 10 14 18 22,24-1119301,4 4 4 4 4 2 2,3,15,4.285714285714286
24,,Ghana,0 4 8 10 14 18 22,7,2,0,11,0.816326530612245,40.81632653061225,0.0005668934240362809,0.023809523809523805,0.9319727891156463,0.9166666666666666,0.8483160623691468,4.523809523809524,1,4,21,100,"100,200",0.15343915343915346,63,121,1.9206349206349207,6,63,63,63,1,12,30,0.4884270896918715,0.9928571428571429,0.5555555555555556,56,0,1,1,42.857142857142854,2,6,6,"0,2,6,10,12,16,20",24-1119301,0 2 4 5 7 9 11,12-1387,0 4 8 10 14 18 22,24-1119301,4 4 4 4 4 2 2,3,15,4.285714285714286
24,,Unique,0 2 5 10 13 16 19,7,3,0,11,0.8979591836734693,44.897959183673464,0.0007086167800453515,0.026619856874997495,0.9251700680272109,0.9074074074074074,0.8371993694525692,4.738095238095238,1,5,21,100,"100,150,250",0.03535353535353536,99,120,1.2121212121212122,9,99,99,101,3,"2,7,9",83,0.4994149477995804,0.9714285714285714,0.2698412698412699,92,0,4,0.6590756302521009,57.142857142857146,1,3,3,"0,2,5,10,13,16,19",24-599077,,24-599077,0 2 5 10 13 16 19,24-599077,5 5 3 3 3 3 2,15,24,14.142857142857142
24,,Cambodia,0 4 8 10 14 18 22,7,2,0,11,0.816326530612245,40.81632653061225,0.0005668934240362809,0.023809523809523805,0.9319727891156463,0.9166666666666666,0.8483160623691468,4.523809523809524,1,4,21,100,"100,200",0.15343915343915346,63,121,1.9206349206349207,6,63,63,63,1,12,30,0.4884270896918715,0.9928571428571429,0.5555555555555556,56,0,1,1,42.857142857142854,2,6,6,"0,2,6,10,12,16,20",24-1119301,0 2 4 5 7 9 11,12-1387,0 4 8 10 14 18 22,24-1119301,4 4 4 4 4 2 2,3,20,10
24,,Portugese,0 3 6 9 13 16 19,7,3,0,11,0.6122448979591836,30.61224489795918,0.0004251700680272105,0.020619652471058052,0.9489795918367347,0.9444444444444444,0.8542617913676793,4.523809523809524,0,4,21,150,"150,200,250",0.05311355311355311,91,120,1.3186813186813187,9,91,91,91,3,"4,5,9",69,0.49536671379201735,1,0.33333333333333337,84,0,0,0.713095238095238,42.857142857142854,0,3,3,"0,3,6,9,13,16,19",24-598601,,24-598601,0 3 6 9 13 16 19,24-598601,5 4 3 3 3 3 3,6,23,13.142857142857142
24,,Nyanga,0 3 7 12 14 17 20,7,4,0,11,0.7755102040816327,38.775510204081634,0.0008503401360544212,0.029160592175990204,0.935374149659864,0.9166666666666666,0.8465924077297986,4.928571428571429,1,6,21,100,"100,150,200,250",0.029126213592232997,103,121,1.174757281553398,11,103,103,104,6,"2,5,6,8,9,12",88,0.4986806588489185,0.9642857142857143,0.2222222222222222,98,2,3,0.6353810489713128,78.57142857142857,1,3,0,"0,2,5,8,12,15,19",24-561445,,24-561445,0 3 7 12 14 17 20,24-561445,5 4 4 3 3 3 2,60,25,12.857142857142858
24,,Scottish,0 4 8 10 14 18 20,7,2,0,11,0.816326530612245,40.81632653061225,0.0005668934240362807,0.023809523809523798,0.9319727891156463,0.9166666666666666,0.8483160623691468,4.523809523809523,1,5,21,100,"100,200",0.15343915343915346,63,121,1.9206349206349207,6,63,63,63,1,12,30,0.48842708969187143,0.9928571428571429,0.5555555555555556,56,0,1,1,42.857142857142854,2,6,6,"0,2,6,10,12,16,20",24-1119301,0 2 4 5 7 9 10,12-1387,0 4 8 10 14 18 20,24-1119301,4 4 4 4 4 2 2,3,20,10.428571428571429
24,,Gamelan,0 4 7 10 13 17 21,7,2,0,11,0.4897959183673469,24.489795918367346,0.0002834467120181406,0.016835875742536845,0.9591836734693877,0.9583333333333334,0.8636548296449087,4.523809523809524,0,4,21,150,"150,200",0.046099290780141855,94,120,1.2765957446808511,8,94,94,94,2,"8,9",74,0.4908979365422369,1,0.3492063492063492,82,0,0,0.7104978354978355,35.714285714285715,0,3,1,"0,3,7,10,13,16,20",24-1123465,,24-1123465,0 4 7 10 13 17 21,24-1123465,4 4 4 3 3 3 3,5,24,12.142857142857142
24,,Malinke,0 4 7 11 14 18 21,7,2,0,11,0.4897959183673469,24.489795918367346,0.00014172335600907057,0.011904761904761916,0.9591836734693877,0.9583333333333334,0.8636548296449087,4.523809523809524,0,6,21,150,"150,200",0.15079365079365079,63,120,1.9047619047619047,6,63,63,63,1,6,31,0.4882402997117125,1,0.5555555555555556,56,0,0,1,21.428571428571427,0,5,0,"0,3,6,10,13,17,20",24-1188937,,24-1188937,0 4 7 11 14 18 21,24-1188937,4 4 4 3 3 3 3,5,9,4
24,,China,0 3 6 9 13 17 20,7,2,0,11,0.4897959183673469,24.489795918367346,0.00028344671201814103,0.01683587574253686,0.9591836734693877,0.9583333333333334,0.8636548296449087,4.523809523809524,0,4,21,150,"150,200",0.046099290780141855,94,120,1.2765957446808511,8,94,94,94,2,"8,9",74,0.49089793654223696,1,0.3492063492063492,82,0,0,0.7104978354978355,35.714285714285715,0,3,1,"0,3,7,10,13,16,20",24-1123465,,24-1123465,0 3 6 9 13 17 20,24-1123465,4 4 4 3 3 3 3,5,22,13
24,,Thai,0 4 7 11 14 18 21,7,2,0,11,0.4897959183673469,24.489795918367346,0.00014172335600907057,0.011904761904761916,0.9591836734693877,0.9583333333333334,0.8636548296449087,4.523809523809524,0,6,21,150,"150,200",0.15079365079365079,63,120,1.9047619047619047,6,63,63,63,1,6,31,0.4882402997117125,1,0.5555555555555556,56,0,0,1,21.428571428571427,0,5,0,"0,3,6,10,13,17,20",24-1188937,,24-1188937,0 4 7 11 14 18 21,24-1188937,4 4 4 3 3 3 3,5,24,10.142857142857142
24,,China,0 3 6 9 13 17 21,7,2,0,11,0.4897959183673469,24.489795918367346,0.0004960317460317467,0.022271770159368712,0.9591836734693877,0.9583333333333334,0.8636548296449087,4.523809523809524,0,3,21,150,"150,200",0.03104575163398693,102,121,1.1862745098039216,9,102,102,102,1,12,87,0.4939877050618909,0.9928571428571429,0.2698412698412699,92,0,1,0.6652661064425771,42.857142857142854,0,2,2,"0,3,6,9,12,16,20",24-1118793,,24-1118793,0 3 6 9 13 17 21,24-1118793,4 4 4 3 3 3 3,5,22,12.285714285714286
24,,Scottish,0 4 8 11 14 18 21,7,2,0,11,0.4897959183673469,24.489795918367346,0.00021258503401360543,0.014580296087995107,0.9591836734693877,0.9583333333333334,0.8636548296449086,4.523809523809523,0,4,21,150,"150,200",0.07429718875502007,83,120,1.4457831325301205,7,83,83,83,1,8,57,0.4903052244672909,1,0.4285714285714286,72,0,0,0.7857142857142858,28.571428571428573,0,5,2,"0,3,6,10,13,16,20",24-1123401,,24-1123401,0 4 8 11 14 18 21,24-1123401,4 4 4 3 3 3 3,5,14,4.285714285714286
24,,Scottish,0 4 8 11 14 18 21,7,2,0,11,0.4897959183673469,24.489795918367346,0.00021258503401360543,0.014580296087995107,0.9591836734693877,0.9583333333333334,0.8636548296449086,4.523809523809523,0,4,21,150,"150,200",0.07429718875502007,83,120,1.4457831325301205,7,83,83,83,1,8,57,0.4903052244672909,1,0.4285714285714286,72,0,0,0.7857142857142858,28.571428571428573,0,5,2,"0,3,6,10,13,16,20",24-1123401,,24-1123401,0 4 8 11 14 18 21,24-1123401,4 4 4 3 3 3 3,5,20,11.714285714285714
24,,Scottish,0 4 7 10 14 17 20,7,2,0,11,0.4897959183673469,24.489795918367346,0.00021258503401360476,0.014580296087995085,0.9591836734693877,0.9583333333333334,0.8636548296449087,4.523809523809523,0,5,21,150,"150,200",0.07429718875502007,83,120,1.4457831325301205,7,83,83,83,1,8,57,0.4903052244672909,1,0.4285714285714286,72,0,0,0.7857142857142858,28.571428571428573,0,5,2,"0,3,6,10,13,16,20",24-1123401,,24-1123401,0 4 7 10 14 17 20,24-1123401,4 4 4 3 3 3 3,5,9,4.571428571428571
24,,Mali,0 3 7 11 14 18 21,7,2,0,11,0.4897959183673469,24.489795918367346,0.0002834467120181412,0.016835875742536865,0.9591836734693877,0.9583333333333334,0.8636548296449087,4.523809523809524,0,5,21,150,"150,200",0.046099290780141855,94,120,1.2765957446808511,8,94,94,94,2,"8,9",74,0.4908979365422369,1,0.3492063492063492,82,0,0,0.7104978354978355,35.714285714285715,0,3,1,"0,3,7,10,13,16,20",24-1123465,,24-1123465,0 3 7 11 14 18 21,24-1123465,4 4 4 3 3 3 3,5,19,7.285714285714286
24,,Unique,0 3 7 11 14 18 21,7,2,0,11,0.4897959183673469,24.489795918367346,0.0002834467120181412,0.016835875742536865,0.9591836734693877,0.9583333333333334,0.8636548296449087,4.523809523809524,0,5,21,150,"150,200",0.046099290780141855,94,120,1.2765957446808511,8,94,94,94,2,"8,9",74,0.4908979365422369,1,0.3492063492063492,82,0,0,0.7104978354978355,35.714285714285715,0,3,1,"0,3,7,10,13,16,20",24-1123465,,24-1123465,0 3 7 11 14 18 21,24-1123465,4 4 4 3 3 3 3,5,19,7.285714285714286
24,,Vietnam,0 3 7 10 14 17 21,7,2,0,11,0.4897959183673469,24.489795918367346,0.0001417233560090704,0.01190476190476191,0.9591836734693877,0.9583333333333334,0.8636548296449087,4.523809523809524,0,7,21,150,"150,200",0.15079365079365079,63,120,1.9047619047619047,6,63,63,63,1,6,31,0.48824029971171257,1,0.5555555555555556,56,0,0,1,21.428571428571427,0,5,0,"0,3,6,10,13,17,20",24-1188937,,24-1188937,0 3 7 10 14 17 21,24-1188937,4 4 4 3 3 3 3,5,22,12.714285714285714
24,,Nyanga,0 3 6 10 14 17 21,7,2,0,11,0.4897959183673469,24.489795918367346,0.00028344671201814103,0.01683587574253686,0.9591836734693877,0.9583333333333334,0.8636548296449086,4.523809523809524,0,5,21,150,"150,200",0.046099290780141855,94,120,1.2765957446808511,8,94,94,94,2,"8,9",74,0.4908979365422369,1,0.3492063492063492,82,0,0,0.7104978354978355,35.714285714285715,0,3,1,"0,3,7,10,13,16,20",24-1123465,,24-1123465,0 3 6 10 14 17 21,24-1123465,4 4 4 3 3 3 3,5,23,10.142857142857142
24,,China,0 3 6 9 13 17 20,7,2,0,11,0.4897959183673469,24.489795918367346,0.00028344671201814103,0.01683587574253686,0.9591836734693877,0.9583333333333334,0.8636548296449087,4.523809523809524,0,4,21,150,"150,200",0.046099290780141855,94,120,1.2765957446808511,8,94,94,94,2,"8,9",74,0.49089793654223696,1,0.3492063492063492,82,0,0,0.7104978354978355,35.714285714285715,0,3,1,"0,3,7,10,13,16,20",24-1123465,,24-1123465,0 3 6 9 13 17 20,24-1123465,4 4 4 3 3 3 3,5,24,9.285714285714286
24,,Scottish,0 4 7 10 14 17 20,7,2,0,11,0.4897959183673469,24.489795918367346,0.00021258503401360476,0.014580296087995085,0.9591836734693877,0.9583333333333334,0.8636548296449087,4.523809523809523,0,5,21,150,"150,200",0.07429718875502007,83,120,1.4457831325301205,7,83,83,83,1,8,57,0.4903052244672909,1,0.4285714285714286,72,0,0,0.7857142857142858,28.571428571428573,0,5,2,"0,3,6,10,13,16,20",24-1123401,,24-1123401,0 4 7 10 14 17 20,24-1123401,4 4 4 3 3 3 3,5,18,6.285714285714286
24,,Cambodia,0 4 7 10 13 17 20,7,2,0,11,0.4897959183673469,24.489795918367346,0.00028344671201814027,0.016835875742536838,0.9591836734693877,0.9583333333333334,0.8636548296449087,4.523809523809524,0,5,21,150,"150,200",0.046099290780141855,94,120,1.2765957446808511,8,94,94,94,2,"8,9",74,0.49088699435727934,1,0.3492063492063492,82,0,0,0.7104978354978355,35.714285714285715,0,3,1,"0,3,6,9,13,16,20",24-1122889,,24-1122889,0 4 7 10 13 17 20,24-1122889,4 4 4 3 3 3 3,5,24,8.142857142857142
24,,Thai,0 3 6 10 13 17 20,7,2,0,11,0.4897959183673469,24.489795918367346,0.00014172335600907062,0.011904761904761918,0.9591836734693877,0.9583333333333334,0.8636548296449087,4.523809523809523,0,6,21,150,"150,200",0.15079365079365079,63,120,1.9047619047619047,6,63,63,63,1,6,31,0.48824029971171257,1,0.5555555555555556,56,0,0,1,21.428571428571427,0,5,0,"0,3,6,10,13,17,20",24-1188937,,24-1188937,0 3 6 10 13 17 20,24-1188937,4 4 4 3 3 3 3,5,25,11.428571428571429
24,,Thai,0 4 7 10 14 17 21,7,2,0,11,0.4897959183673469,24.489795918367346,0.00014172335600906992,0.011904761904761888,0.9591836734693877,0.9583333333333334,0.8636548296449087,4.523809523809523,0,6,21,150,"150,200",0.15079365079365079,63,120,1.9047619047619047,6,63,63,63,1,6,31,0.48824029971171257,1,0.5555555555555556,56,0,0,1,21.428571428571427,0,5,0,"0,3,6,10,13,17,20",24-1188937,,24-1188937,0 4 7 10 14 17 21,24-1188937,4 4 4 3 3 3 3,5,23,11
24,,Malinke,0 3 7 11 14 17 21,7,2,0,11,0.4897959183673469,24.489795918367346,0.00021258503401360527,0.014580296087995102,0.9591836734693877,0.9583333333333334,0.8636548296449087,4.523809523809524,0,5,21,150,"150,200",0.07429718875502007,83,120,1.4457831325301205,7,83,83,83,1,8,57,0.4903052244672909,1,0.4285714285714286,72,0,0,0.7857142857142858,28.571428571428573,0,5,2,"0,3,6,10,13,16,20",24-1123401,,24-1123401,0 3 7 11 14 17 21,24-1123401,4 4 4 3 3 3 3,5,24,10.857142857142858
24,,Thai,0 4 7 10 14 17 21,7,2,0,11,0.4897959183673469,24.489795918367346,0.00014172335600906992,0.011904761904761888,0.9591836734693877,0.9583333333333334,0.8636548296449087,4.523809523809523,0,6,21,150,"150,200",0.15079365079365079,63,120,1.9047619047619047,6,63,63,63,1,6,31,0.48824029971171257,1,0.5555555555555556,56,0,0,1,21.428571428571427,0,5,0,"0,3,6,10,13,17,20",24-1188937,,24-1188937,0 4 7 10 14 17 21,24-1188937,4 4 4 3 3 3 3,5,22,12.428571428571429
24,,Chopi,0 3 7 10 14 17 21,7,2,0,11,0.4897959183673469,24.489795918367346,0.0001417233560090704,0.01190476190476191,0.9591836734693877,0.9583333333333334,0.8636548296449087,4.523809523809524,0,7,21,150,"150,200",0.15079365079365079,63,120,1.9047619047619047,6,63,63,63,1,6,31,0.48824029971171257,1,0.5555555555555556,56,0,0,1,21.428571428571427,0,5,0,"0,3,6,10,13,17,20",24-1188937,,24-1188937,0 3 7 10 14 17 21,24-1188937,4 4 4 3 3 3 3,5,24,12.714285714285714
24,,Unique,0 2 4 8 10 14 16 20,8,2,0,11,1,50,0.0007595486111111113,0.027559909490256156,0.9166666666666666,0.9166666666666666,0.8696387816055943,2.333333333333333,2,6,28,100,"100,200",0.1095890410958904,146,258,1.7671232876712328,6,146,146,171,0,,81,0.6935430142202546,0.9097744360902256,0.4744897959183674,103,0,24,0.8219907407407409,62.5,4,5,7,"0,2,4,8,10,14,16,20",24-1131797,0 1 2 4 5 7 8 10,12-1463,0 2 4 8 10 14 16 20,24-1131797,4 4 4 4 2 2 2 2,10,0,0
24,,Unique,0 4 7 10 14 17 19 22,8,3,0,11,0.5,25,0.0006239149305555564,0.02497828918392043,0.9583333333333334,0.9444444444444444,0.8849775488813563,2.9999999999999996,1,7,28,100,"100,150,200",0.024032042723631512,214,250,1.1682242990654206,11,214,214,221,2,"8,11",190,0.6978917320096372,0.9548872180451128,0.24489795918367352,148,0,12,0.6681265594309073,56.25,2,4,1,"0,3,5,8,10,14,17,20",24-1197353,,24-1197353,0 4 7 10 14 17 19 22,24-1197353,4 4 3 3 3 3 2 2,54,0,0
24,,Unique,0 4 7 10 14 17 18 20 22,9,4,0,11,0.8148148148148147,40.74074074074073,0.0021004801097393696,0.04583099507690586,0.9320987654320988,0.9166666666666666,0.8932078113020561,6.711111111111111,3,6,36,50,"50,100,150,200",0.025779376498800965,417,503,1.2062350119904077,12,417,417,478,4,"1,5,9,12",359,0.9573806111153611,0.7380952380952381,0.14583333333333337,246,58,63,0.6012427451993455,105.55555555555556,3,6,5,"0,3,4,6,8,10,14,17,20",24-1197401,,24-1197401,0 4 7 10 14 17 18 20 22,24-1197401,4 4 3 3 3 2 2 2 1,560,0,0
24,,Portugese,0 2 3 6 7 9 12 14 15 21,10,4,0,11,1.0799999999999998,53.99999999999999,0.0027951388888888874,0.052869073085206324,0.91,0.875,0.8590829674718359,7.3,1,10,45,50,"50,100,150,300",0.029311520109066125,815,1030,1.2638036809815951,12,815,815,964,1,11,675,1.219371640798473,0.696,0.18271604938271602,331,136,92,0.6096569128931938,125,3,3,2,"0,3,5,6,9,10,12,15,17,18",24-431721,,24-431721,0 2 3 6 7 9 12 14 15 21,24-431721,6 3 3 3 2 2 2 1 1 1,1680,20,10
